GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "12000","Florida",5,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",416721.5,435930.4,471588.1,497335.4,514288.8,540366.3,587003.0,637602.8,690506.1,719734.2,725995.0,685982.8,730690.1,769798.4,794071.1,794604.1,848535.3,905450.5,938985.6,1011002.2,1078010.6,1145938.8,1220782.7,1358786.3,1436107.2,1553426.4
 "12000","Florida",5,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",365875.4,382262.7,412100.4,437155.5,462050.1,492575.7,531753.4,568078.5,614602.2,640772.6,652289.8,631940.5,672161.8,699989.8,720430.1,712530.1,757871.4,802776.3,842025.1,890172.4,964243.6,1023541.5,1086863.5,1196387.6,1237630.6,1378615.6
 "12000","Florida",5,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",358107.1,380707.7,412229.5,432668.8,447872.2,473974.7,513459.4,557056.5,601060.1,630049.5,639599.5,620446.5,643275.8,673659.9,699466.2,723026.7,763955.0,804074.9,835530.6,878744.1,929973.5,967992.8,965577.0,1119615.4,1259026.1,1361251.4
 "12000","Florida",5,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),43264,41222,42760,43276,43193,42278,43817,45696,46131,48133,49932,52072,53888,57193,54746,(NA)
 "12000","Florida",5,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),38084,37237,37592,37818,37996,38421,39399,40512,40960,41739,42986,43868,42431,46172,46837,(NA)
 "12000","Florida",5,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",26909,27662,29387,30405,30815,31779,33706,35736,38009,39184,39185,36777,38778,40433,41204,40733,42865,44945,45720,48439,51009,53663,56540,62242,64557,68703
 "12000","Florida",5,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",23625,24256,25680,26726,27685,28968,30534,31839,33831,34886,35207,33879,35672,36766,37382,36526,38285,39849,40999,42650,45626,47931,50338,54803,55635,60972
 "12000","Florida",5,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",23124,24157,25688,26452,26836,27874,29483,31222,33085,34302,34522,33263,34139,35383,36295,37064,38593,39913,40682,42102,44005,45330,44721,51286,56597,60204
 "12000","Florida",5,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),101.657,100.459,100.332,100.816,101.046,100.718,100.856,101.256,101.055,100.871,100.315,99.701,100.580,101.409,102.144,(NA)
 "12000","Florida",5,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),90.647,89.329,90.814,93.561,95.523,96.468,97.953,98.521,99.321,100.871,102.369,103.204,105.242,110.537,118.531,(NA)
 "12000","Florida",5,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",8317201,8577884,8881279,8938947,9055665,9283343,9644269,10067135,10383831,10531299,10269510,9841868,9805140,10036679,10249034,10539527,10937534,11367164,11682273,12098388,12556216,12760885,12718985,13456889,14201476,14756561
 "13000","Georgia",5,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",377705.9,404465.2,417713.5,422731.6,427329.7,439074.6,461245.4,480838.3,487524.9,492238.7,481860.3,464016.8,471588.2,481215.4,489027.3,499900.2,517511.9,540108.5,561718.3,583543.3,600934.7,620744.9,604745.9,643013.8,665678.1,678201.2
 "13000","Georgia",5,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),399457.2,403761.1,395187.5,415469.5,410423.3,412610.1,432994.4,460266.7,473711.4,491844.9,508578.3,529702.2,560064.9,582054.7,556052.9,(NA)
 "13000","Georgia",5,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),335885.3,336939.5,331359.9,340874.6,339789.0,349190.1,361754.1,376570.4,387188.7,399122.2,413280.4,425651.8,416942.6,451513.0,465205.4,(NA)
 "13000","Georgia",5,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",265146.4,289048.9,305323.7,316872.7,326017.9,339540.5,364530.1,388707.2,405664.2,419384.8,416303.5,409876.2,419013.1,433137.1,449375.6,467559.5,493370.3,525516.8,554903.2,583543.3,612803.4,646695.8,640223.6,705546.7,779684.0,831827.7
 "13000","Georgia",5,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",205294.0,218718.6,236616.8,248742.5,255977.2,265622.8,280462.4,297084.9,316548.8,331363.7,335257.5,329158.9,337420.5,360456.2,369040.2,374124.6,398585.7,423242.0,441039.1,467592.5,491088.0,516504.2,552316.3,605211.5,625219.3,660447.5
 "13000","Georgia",5,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",177696.0,189089.3,204163.4,215668.7,227556.4,238596.7,252658.5,265059.9,280546.2,292649.9,297774.6,299789.2,306298.0,324492.2,332462.4,333490.4,355074.7,375453.3,392132.8,414875.6,438862.0,460297.2,494762.3,533913.9,537809.9,583228.4
 "13000","Georgia",5,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",161380.3,174395.0,188709.6,197694.0,205273.8,216655.7,230229.2,247103.8,261997.1,277091.5,282133.9,275032.5,283317.5,296156.1,305937.0,317022.1,333433.2,346858.4,361258.0,380330.8,399888.2,416267.9,412590.8,473025.9,520697.9,554573.4
 "13000","Georgia",5,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),42027,41967,40688,42371,41428,41342,42966,45162,45910,47164,48286,49770,52197,53954,50954,(NA)
 "13000","Georgia",5,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),35338,35022,34117,34764,34298,34987,35896,36950,37525,38272,39238,39994,38858,41853,42629,(NA)
 "13000","Georgia",5,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",26107,27184,28760,29693,30086,30805,31982,33283,34574,35440,35272,34213,34741,36761,37251,37486,39551,41529,42744,44838,46626,48530,51463,56088,57290,59882
 "13000","Georgia",5,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",22597,23501,24815,25745,26745,27670,28812,29696,30641,31299,31329,31160,31536,33093,33558,33414,35234,36840,38004,39783,41667,43249,46100,49481,49281,52880
 "13000","Georgia",5,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",20523,21675,22937,23600,24126,25126,26254,27684,28615,29635,29683,28587,29170,30203,30881,31764,33086,34034,35012,36470,37967,39112,38444,43838,47713,50282
 "13000","Georgia",5,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),94.199,91.797,94.463,93.618,95.243,94.787,94.903,94.667,94.932,95.292,94.819,94.384,94.491,95.748,95.832,(NA)
 "13000","Georgia",5,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),83.997,81.627,85.501,86.881,90.037,90.788,92.171,92.110,93.303,95.292,96.760,97.700,98.870,104.366,111.206,(NA)
 "13000","Georgia",5,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",4607959,4728750,4860810,4871814,4858410,4895367,5021804,5195948,5358151,5490802,5451004,5247101,5211443,5325710,5384734,5497190,5671135,5832928,5973764,6128089,6287460,6398769,6326141,6638710,6931533,7136747
 "15000","Hawaii",8,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",58946.1,59612.1,60745.7,60446.4,62355.2,65623.7,69332.0,72941.9,74892.9,76434.1,76830.2,74118.5,76130.2,77174.2,78694.0,80534.9,81304.9,83857.6,85670.4,87436.4,88836.4,88855.2,79840.1,84408.5,86887.8,88614.3
 "15000","Hawaii",8,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),57070.7,55419.6,57291.7,58168.3,59780.8,57699.9,60764.2,62961.5,65647.9,66836.5,66685.8,68043.2,70085.7,72682.1,69265.6,(NA)
 "15000","Hawaii",8,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),48429.6,46921.1,48490.1,48823.3,50291.7,49977.2,51696.5,52715.4,54277.0,55519.3,56564.7,57741.4,53968.4,58454.4,61198.2,(NA)
 "15000","Hawaii",8,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",37503.0,38970.4,41089.4,42500.2,44949.5,48420.7,52625.7,57211.8,60848.0,64106.0,65545.5,64464.3,66739.3,68801.1,71645.6,74598.5,77043.0,81410.2,84287.2,87436.4,90933.5,93240.2,84885.8,93400.4,103153.1,110265.4
 "15000","Hawaii",8,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",32355.7,33425.6,35403.1,36996.8,38865.6,40734.2,43729.2,46898.1,50182.6,53022.5,55802.6,55409.0,56649.4,59226.4,61161.6,61983.4,65182.2,68200.8,70744.8,73646.4,75266.4,78586.9,82714.1,88342.4,90053.9,94970.8
 "15000","Hawaii",8,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",28491.1,29390.4,31057.3,32527.2,34819.3,36733.3,39412.9,41780.6,44609.2,47113.0,49878.4,50635.3,51879.6,53784.4,55487.6,55608.1,58411.7,60613.2,62818.0,65432.2,67147.3,69866.3,73811.2,77744.8,77406.9,83644.1
 "15000","Hawaii",8,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",27488.8,28515.2,30345.4,31527.9,32673.8,34793.6,37263.4,40427.1,43283.7,45387.4,47392.4,46971.6,48013.4,49781.6,51522.3,53755.6,55526.2,57197.6,58616.6,61319.4,63974.4,66855.0,64047.5,71950.7,78553.5,83403.5
 "15000","Hawaii",8,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),42839,41152,41970,42000,42548,40543,42368,43527,45057,45830,45669,46700,48300,50224,48095,(NA)
 "15000","Hawaii",8,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),36353,34841,35522,35253,35794,35117,36045,36444,37252,38070,38738,39629,37193,40393,42493,(NA)
 "15000","Hawaii",8,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",26625,27618,29174,30178,31353,32557,34336,36278,38315,40301,41887,41144,41499,42765,43531,43553,45448,47150,48555,50499,51546,53936,56998,61063,62564,66175
 "15000","Hawaii",8,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",23445,24284,25593,26532,28089,29360,30947,32320,34060,35809,37440,37599,38005,38835,39492,39073,40727,41904,43114,44867,45986,47951,50863,53738,53777,58283
 "15000","Hawaii",8,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",22620,23560,25006,25717,26358,27809,29259,31273,33048,34497,35574,34879,35173,35945,36670,37772,38715,39543,40231,42047,43813,45884,44135,49733,54574,58115
 "15000","Hawaii",8,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),109.744,112.581,109.395,109.869,108.370,112.299,110.592,111.515,109.881,110.447,110.831,111.734,113.159,112.525,110.839,(NA)
 "15000","Hawaii",8,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),97.858,100.108,99.017,101.963,102.447,107.560,107.408,108.503,107.995,110.447,113.099,115.660,118.404,122.653,128.621,(NA)
 "15000","Hawaii",8,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",738175,738111,749439,752548,757694,773609,797234,819967,842375,864610,858384,829885,824450,834994,849130,868191,882702,901126,914921,921135,924352,913949,817434,860684,895043,920860
 "16000","Idaho",7,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",40879.3,44821.5,49793.0,48695.4,49840.5,51542.6,55137.1,59331.9,60738.6,61812.1,63878.2,61276.1,62626.4,62704.0,62007.3,64769.8,66784.9,67790.5,70442.5,72935.1,77652.1,81144.3,82717.4,88969.6,92903.7,95897.9
 "16000","Idaho",7,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),59275.0,57571.7,59590.2,60845.2,63129.5,64489.2,67002.8,70479.1,73782.4,75774.0,81948.1,86931.3,96754.7,103498.3,103153.9,(NA)
 "16000","Idaho",7,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),49442.0,48183.2,49559.3,49859.5,50888.1,52668.7,54370.0,55388.2,58656.8,60018.5,64208.9,65465.7,67362.1,75597.2,79171.4,(NA)
 "16000","Idaho",7,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",31352.7,34512.8,38344.1,37740.9,38990.7,40778.6,44732.9,48805.1,51099.0,53712.4,56203.6,54507.9,56086.2,57418.2,57933.7,61712.6,64501.7,66064.9,69185.2,72935.1,79072.4,84429.4,88099.3,99839.1,112290.1,120958.3
 "16000","Idaho",7,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",28498.1,30180.1,32667.0,34059.4,35213.9,36454.9,39386.7,41724.7,45887.7,48853.5,50157.4,48498.8,50201.9,53076.5,55719.8,57790.6,60897.0,64564.3,67294.1,71472.6,76529.6,82967.7,91743.2,105544.5,110794.4,116675.3
 "16000","Idaho",7,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",25221.8,26588.4,28607.7,30013.8,31885.1,33232.1,35912.0,37401.4,40807.5,43427.9,45030.1,44632.5,46203.4,48406.4,50778.0,52301.8,55056.4,58068.7,60326.5,64179.3,69122.7,74639.1,82235.0,93493.1,96414.4,104074.6
 "16000","Idaho",7,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",22579.8,24178.3,26126.5,27315.3,28411.8,30199.6,32418.9,35258.5,38332.4,41044.6,41871.2,40641.4,41809.5,43554.9,44975.4,47257.8,49478.7,50824.9,53613.5,56744.1,60086.6,62753.4,64228.9,75916.9,85221.5,90907.7
 "16000","Idaho",7,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),38633,37037,37925,38351,39456,39856,40851,42395,43501,43698,46334,48080,52322,54349,53199,(NA)
 "16000","Idaho",7,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),32224,30997,31541,31427,31805,32551,33149,33318,34584,34612,36304,36208,36428,39698,40830,(NA)
 "16000","Idaho",7,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",22756,23658,25139,25803,26272,26739,28299,29214,31244,32459,32690,31200,31950,33454,34825,35716,37128,38838,39676,41218,43270,45888,49609,55417,57140,59385
 "16000","Idaho",7,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",20140,20843,22016,22738,23788,24375,25803,26187,27785,28854,29349,28713,29405,30511,31736,32324,33567,34930,35568,37012,39082,41282,44467,49090,49724,52972
 "16000","Idaho",7,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",18030,18953,20106,20694,21197,22151,23293,24687,26100,27270,27290,26145,26609,27453,28109,29207,30167,30573,31610,32724,33973,34708,34731,39861,43951,46270
 "16000","Idaho",7,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),94.973,94.857,93.204,94.129,93.491,93.679,93.701,94.308,92.998,94.544,91.703,92.431,91.008,91.606,91.827,(NA)
 "16000","Idaho",7,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),84.688,84.348,84.363,87.355,88.381,89.727,91.004,91.761,91.402,94.544,93.580,95.679,95.227,99.852,106.559,(NA)
 "16000","Idaho",7,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",732684,747188,776910,783399,791317,800916,825332,861531,899836,929492,921093,880489,868683,878537,883162,903016,925548,949392,976719,1007831,1041387,1063420,1077509,1136894,1179656,1216926
 "17000","Illinois",3,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",639642.7,663857.8,687111.4,688404.3,692398.1,703548.8,726139.0,741248.6,759825.7,769571.6,759095.3,740794.3,755391.4,772225.6,790723.3,795435.2,811490.1,825424.9,826404.7,832826.8,851517.2,858018.3,810200.9,855888.1,876536.0,885651.3
 "17000","Illinois",3,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),617142.7,583187.4,588136.5,601149.1,622873.0,631664.9,651001.4,683753.2,680906.2,685318.8,707358.8,722325.9,752459.8,775011.6,725403.6,(NA)
 "17000","Illinois",3,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),485234.9,470010.8,476494.2,480659.7,487645.5,496107.5,509208.4,527627.7,534014.4,538080.0,549214.9,557905.6,534948.4,568122.8,581883.8,(NA)
 "17000","Illinois",3,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",436533.4,459971.6,486089.7,499618.4,511485.9,528577.0,560079.8,589153.7,624068.1,649307.4,649677.3,645843.2,663929.0,691805.5,725478.0,742890.9,772291.7,802592.0,813561.6,832826.8,871024.2,895601.8,860672.8,946776.2,1040353.3,1098346.1
 "17000","Illinois",3,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",366594.1,382605.3,411220.9,427182.4,432381.6,440480.1,457834.3,475646.2,506021.6,535102.6,551159.7,525793.9,540880.9,568230.3,593814.2,605681.6,629465.0,657080.2,664686.8,685632.7,722686.6,741904.7,787687.6,846013.0,862729.1,906647.6
 "17000","Illinois",3,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",314354.8,327467.3,351878.2,368530.2,381409.5,393351.4,409868.0,421300.6,444916.2,466928.2,481936.3,474337.2,485767.9,501181.2,523039.5,528372.8,548692.2,570633.8,580489.9,601729.6,635136.3,651530.8,696720.6,736234.1,730484.3,790852.6
 "17000","Illinois",3,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",274303.2,289479.4,311531.8,322195.6,331449.3,345707.9,363646.5,384010.6,403497.1,423685.4,433710.5,424293.3,438819.8,454980.3,465517.9,476304.5,492993.4,507894.4,522413.6,539587.6,562269.9,574747.9,562203.3,629707.1,690825.9,732059.2
 "17000","Illinois",3,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),48415,45573,45785,46627,48180,48736,50192,52739,52593,53025,54882,56211,58848,61090,57654,(NA)
 "17000","Illinois",3,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),38066,36729,37094,37281,37720,38277,39259,40697,41247,41633,42612,43416,41837,44782,46247,(NA)
 "17000","Illinois",3,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",29873,30958,33072,34206,34520,35081,36366,37720,40021,42148,43238,41088,42107,44074,45932,46731,48531,50682,51340,53049,56072,57735,61584,66666,68566,72245
 "17000","Illinois",3,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",25616,26496,28299,29510,30451,31328,32556,33410,35188,36778,37808,37067,37816,38873,40458,40766,42304,44014,44837,46557,49279,50702,54472,58015,58056,63018
 "17000","Illinois",3,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",22352,23423,25055,25799,26462,27533,28884,30453,31912,33372,34024,33156,34161,35290,36008,36749,38009,39175,40351,41749,43625,44727,43955,49621,54904,58333
 "17000","Illinois",3,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),100.238,101.521,101.745,101.998,100.982,100.238,99.686,98.932,99.535,100.280,100.323,99.385,100.289,101.262,101.257,(NA)
 "17000","Illinois",3,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),89.382,90.273,92.093,94.657,95.462,96.008,96.816,96.260,97.828,100.280,102.377,102.877,104.937,110.376,117.501,(NA)
 "17000","Illinois",3,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",7139373,7218569,7357491,7309738,7217677,7191483,7244979,7334786,7448634,7577703,7553123,7304369,7251061,7376147,7434721,7503553,7613604,7748859,7804672,7823072,7880803,7859167,7519081,7749922,7994252,8177655
 "18000","Indiana",3,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",260549.9,268864.3,278990.4,273884.4,280723.0,293045.2,303819.8,306344.6,312525.5,322661.7,322384.3,299789.0,320731.8,321532.8,323876.2,333207.4,343827.8,341205.2,348439.2,357535.8,368762.9,370507.2,359787.3,387122.0,399280.8,404290.3
 "18000","Indiana",3,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),276552.9,268703.6,274616.9,286855.4,292577.9,291964.9,299357.3,314400.0,320397.1,328648.6,331557.6,340443.9,366690.5,385617.8,374525.3,(NA)
 "18000","Indiana",3,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),228367.9,224090.8,226320.0,230867.7,234115.8,235982.9,241348.2,250295.3,256588.4,266105.8,267173.3,269692.0,270067.6,287652.3,298717.3,(NA)
 "18000","Indiana",3,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",185336.3,193659.9,204147.3,205325.1,213419.6,225349.3,239278.5,247428.3,259030.3,273340.8,277774.5,264925.0,284685.8,292373.8,301277.4,313466.9,329360.9,333163.8,342716.6,357535.8,377376.9,384838.7,378633.6,425863.8,473492.9,499503.1
 "18000","Indiana",3,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",154521.8,160465.8,171032.1,175229.8,177918.8,182458.0,191088.3,196999.0,208373.7,215919.9,226602.3,220908.7,231025.6,245731.2,256284.7,259534.8,269159.1,279385.7,287275.2,297990.5,313127.2,326391.4,351310.8,390237.0,402919.5,420259.7
 "18000","Indiana",3,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",134492.7,139782.0,149782.7,153590.2,158457.7,164009.0,172450.0,176595.4,185993.0,191572.0,202241.4,201799.2,210496.1,221690.5,232188.7,233313.5,242163.9,250011.3,256746.2,267878.7,283620.4,293881.0,316759.3,349100.7,352963.2,375480.4
 "18000","Indiana",3,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",117579.9,125011.8,133146.5,138169.8,142852.9,149620.7,159441.0,168731.5,175744.1,182424.5,187273.9,184465.1,190660.5,198049.2,205349.2,210037.4,217279.8,222792.9,230556.9,241847.3,252840.8,259391.9,259788.2,291763.9,322556.4,339862.5
 "18000","Indiana",3,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),43045,41599,42305,43988,44694,44364,45290,47431,48119,49155,49297,50349,54014,56596,54811,(NA)
 "18000","Indiana",3,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),35545,34693,34865,35402,35763,35858,36513,37760,38536,39801,39724,39885,39781,42218,43717,(NA)
 "18000","Indiana",3,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",25758,26545,28075,28596,28902,29445,30657,31376,32905,33845,35270,34200,35590,37682,39150,39436,40721,42149,43145,44570,46556,48270,51746,57272,58973,61243
 "18000","Indiana",3,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",22420,23124,24587,25065,25741,26467,27667,28126,29370,30029,31478,31242,32427,33995,35469,35452,36637,37717,38560,40066,42169,43462,46657,51234,51661,54717
 "18000","Indiana",3,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",19600,20680,21856,22548,23206,24145,25580,26874,27752,28595,29149,28558,29371,30370,31369,31915,32872,33611,34627,36173,37593,38362,38265,42820,47211,49527
 "18000","Indiana",3,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),91.965,92.573,93.073,92.437,92.784,92.926,92.696,91.483,91.423,90.884,92.737,92.790,91.755,92.496,91.817,(NA)
 "18000","Indiana",3,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),82.005,82.317,84.244,85.785,87.713,89.005,90.027,89.012,89.855,90.884,94.636,96.050,96.008,100.822,106.547,(NA)
 "18000","Indiana",3,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",3543278,3596542,3648148,3588944,3553197,3552183,3593262,3634795,3674382,3720029,3682921,3523023,3525292,3590103,3642274,3684167,3740470,3796439,3847508,3903424,3963724,3969443,3842872,3977956,4107840,4205137
 "19000","Iowa",4,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",121031.0,123683.4,129323.4,128077.5,131035.2,137476.9,149063.2,153626.8,155704.5,162838.1,160469.1,156737.2,161593.1,164559.3,170923.7,171069.1,180309.9,185989.2,186729.9,187125.0,189245.1,188471.4,186328.2,201147.1,201580.4,202051.4
 "19000","Iowa",4,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),149119.1,141685.1,141341.1,150625.1,152906.0,153386.7,155922.6,163694.5,163762.3,166102.4,165388.8,166575.5,177134.1,190106.4,188090.5,(NA)
